Name,Basename,Release Date,Age Rating,Single Player,Multi Player,Franchise
Professor Layton and the Diabolical Box,professor-layton-and-the-diabolical-box,28/11/2007,ESRB-E10,1,0,
Sports Champions,sports-champions,15/09/2010,PEGI-12,1,1,
MotorStorm,motorstorm,13/12/2006,PEGI-12,1,1,
World Soccer Winning Eleven 8 International,world-soccer-winning-eleven-8-international,00/00/2005,,,,
Namco Museum Vol.1,namco-museum-vol1,00/00/1996,,,,
The Legend of Zelda: Link's Awakening,the-legend-of-zelda-links-awakening,05/06/1993,ESRB-E,1,0,
Resident Evil VII: Biohazard,resident-evil-vii-biohazard,00/00/2017,,,,
Monster Hunter Freedom Unite,monster-hunter-freedom-unite,26/03/2008,ESRB-T,1,1,
Gran Turismo Sport,gran-turismo-sport,16/10/2017,ESRB-E,1,1,
LEGO Indiana Jones: The Original Adventures,lego-indiana-jones-the-original-adventures,01/06/2008,PEGI-7,1,1,Indiana Jones
The Sims: Unleashed,the-sims-unleashed,22/09/2002,ESRB-T,1,0,
Tomodachi Collection,tomodachi-collection,17/06/2009,,,,
Ratchet & Clank: Size Matters,ratchet-amp-clank-size-matters,00/00/2007,,,,
Harry Potter and the Sorcerer's Stone,harry-potter-and-the-sorcerers-stone,14/11/2001,,,,
Pokémon Trading Card Game,pokemon-trading-card-game,17/12/1998,ESRB-E,1,1,Pokémon
Spyro: Year of the Dragon,spyro-year-of-the-dragon,24/10/2000,ESRB-E,1,0,
The Legend of Zelda: A Link Between Worlds,the-legend-of-zelda-a-link-between-worlds,21/11/2013,ESRB-E,1,0,
FIFA Soccer 2005,fifa-soccer-2005,11/11/2004,ESRB-E,,,
Diablo III: Reaper of Souls,diablo-iii-reaper-of-souls,24/03/2014,ESRB-M,1,1,
The Legend of Zelda: Skyward Sword,the-legend-of-zelda-skyward-sword,17/11/2011,ESRB-E10,1,0,
Tony Hawk's Pro Skater 4,tony-hawks-pro-skater-4,00/00/2002,,,,
Midnight Club 3: DUB Edition,midnight-club-3-dub-edition,11/04/2005,ESRB-E10,1,1,
MySims,mysims,17/09/2007,ESRB-E,1,0,
Banjo-Kazooie,banjo-kazooie,28/06/1998,ESRB-E,1,0,
SOCOM: U.S. Navy SEALs,socom-us-navy-seals,00/00/2002,,,,
Jak and Daxter: The Precursor Legacy,jak-and-daxter-the-precursor-legacy,02/12/2001,ESRB-E,1,0,
Pokémon Snap,pokemon-snap,20/03/1999,PEGI-3,1,0,Pokémon
Pro Evolution Soccer 2008,pro-evolution-soccer-2008,25/10/2007,,1,1,
FIFA Soccer 10,fifa-soccer-10,00/00/2009,,,,
Guitar Hero World Tour,guitar-hero-world-tour,25/10/2008,ESRB-T,1,1,
Gears of War: Ultimate Edition,gears-of-war-ultimate-edition,00/00/2015,,,,
Star Wars: Battlefront,star-wars-battlefront,19/09/2004,ESRB-T,1,1,Star Wars
Doom II,doom-ii,00/00/1994,,,,
The Simpsons: Road Rage,the-simpsons-road-rage,23/11/2001,ESRB-T,1,1,Simpsons
BattleBlock Theater,battleblock-theater,02/04/2013,ESRB-T,1,1,
Assassin's Creed: Syndicate,assassins-creed-syndicate,22/10/2015,ESRB-M,1,0,
Star Wars: Battlefront II,star-wars-battlefront-ii,30/10/2005,ESRB-T,1,1,Star Wars
Cooking Mama 2: Dinner With Friends,cooking-mama-2-dinner-with-friends,12/11/2007,ESRB-E,1,1,
Undertale,undertale,14/09/2015,ESRB-E10,1,0,
WWF SmackDown!,wwf-smackdown,01/03/2000,ESRB-T,1,1,WWE
Croc: Legend of the Gobbos,croc-legend-of-the-gobbos,28/09/1997,,,,
The Getaway,the-getaway,10/12/2002,PEGI-18,1,0,
Tomb Raider III: Adventures of Lara Croft,tomb-raider-iii-adventures-of-lara-croft,20/11/1998,ESRB-T,1,0,
Assassin's Creed: Brotherhood,assassins-creed-brotherhood,00/00/2010,,,,
James Bond 007: Agent Under Fire,james-bond-007-agent-under-fire,12/11/2001,ESRB-T,1,1,James Bond
LEGO Star Wars: The Video Game,lego-star-wars-the-video-game,28/03/2005,ESRB-E,1,1,LEGO
Rugrats in Paris: The Movie,rugrats-in-paris-the-movie,28/10/2000,ESRB-E,1,1,
NBA 2K17,nba-2k17,15/09/2016,PEGI-3,1,1,
Spyro 2: Ripto's Rage!,spyro-2-riptos-rage,00/00/1999,,,,
Left 4 Dead,left-4-dead,17/11/2008,ESRB-M,1,1,
Donkey Kong Country 3: Dixie Kong's Double Trouble!,donkey-kong-country-3-dixie-kongs-double-trouble,00/00/1996,,,,
Fable II,fable-ii,20/10/2008,PEGI-16,1,1,
Kung Fu,kung-fu,00/00/1985,,,,
Resident Evil 3: Nemesis,resident-evil-3-nemesis,21/09/1999,PEGI-18,1,0,
World of Warcraft: The Burning Crusade,world-of-warcraft-the-burning-crusade,14/01/2007,ESRB-T,0,1,Warcraft
FIFA Soccer 2004,fifa-soccer-2004,23/10/2003,,1,1,
Pokémon Mystery Dungeon: Blue Rescue Team,pokemon-mystery-dungeon-blue-rescue-team,16/11/2005,,1,0,Pokémon
Mortal Kombat X,mortal-kombat-x,06/04/2015,PEGI-18,1,1,
Battlefield: Bad Company 2,battlefield-bad-company-2,01/03/2010,PEGI-16,1,1,
Borderlands,borderlands,19/10/2009,ESRB-M,1,1,
Dying Light,dying-light,26/01/2015,ESRB-M,1,1,
Guitar Hero: On Tour,guitar-hero-on-tour,21/06/2008,ESRB-E10,1,1,
Dragon Ball Z: Budokai,dragon-ball-z-budokai,01/11/2002,ESRB-T,1,1,Dragon Ball
Halo: The Master Chief Collection,halo-the-master-chief-collection,10/11/2014,ESRB-M,1,1,
LEGO Batman: The Videogame,lego-batman-the-videogame,00/00/2008,,,,
Tekken 4,tekken-4,30/06/2001,ESRB-T,1,1,
LittleBigPlanet 2,littlebigplanet-2,17/01/2011,ESRB-E,1,1,
Grand Theft Auto 2,grand-theft-auto-2,21/10/1999,ESRB-M,1,1,
Spider-Man 2,spider-man-2,27/06/2004,ESRB-T,1,0,Spider-Man
F-1 Race,f-1-race,01/11/1984,,1,1,
World of Warcraft: Battle for Azeroth,world-of-warcraft-battle-for-azeroth,12/08/2018,ESRB-T,0,1,
FIFA Soccer 2003,fifa-soccer-2003,00/00/2002,,,,
Crash Bash,crash-bash,05/11/2000,ESRB-E,1,1,
Gears of War 4,gears-of-war-4,10/10/2016,ESRB-M,1,1,
Tekken: Dark Resurrection,tekken-dark-resurrection,24/08/2006,,,,
The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,27/10/2016,PEGI-18,1,0,
Watch Dogs 2,watch-dogs-2,14/11/2016,PEGI-18,1,1,
The Legend of Zelda: Majora's Mask,the-legend-of-zelda-majoras-mask,00/00/2000,,,,
WWF War Zone,wwf-war-zone,31/05/1998,ESRB-T,1,1,
Yoshi's Island DS,yoshis-island-ds,12/11/2006,ESRB-E,1,0,
NBA 2K18,nba-2k18,14/09/2017,PEGI-3,1,1,
Big Brain Academy: Wii Degree,big-brain-academy-wii-degree,25/04/2007,ESRB-E,1,1,
Rugrats: Search for Reptar,rugrats-search-for-reptar,30/10/1998,ESRB-E,1,1,Rugrats
Luigi's Mansion,luigis-mansion,11/10/2018,ESRB-E,1,1,
James Bond 007: Nightfire,james-bond-007-nightfire,17/11/2002,ESRB-T,1,1,James Bond
Ratchet & Clank,ratchet-amp-clank,00/00/2002,,,,
Animal Crossing: Happy Home Designer,animal-crossing-happy-home-designer,24/09/2015,ESRB-E,1,0,
Star Wars: Episode III - Revenge of the Sith,star-wars-episode-iii-revenge-of-the-sith,04/05/2005,ESRB-T,1,1,Star Wars
Max Payne,max-payne,22/07/2001,ESRB-M,1,0,
Madden NFL 16,madden-nfl-16,24/08/2015,ESRB-E,1,1,
World of Warcraft: Legion,world-of-warcraft-legion,29/08/2016,ESRB-T,0,1,
World of Warcraft: Warlords of Draenor,world-of-warcraft-warlords-of-draenor,12/11/2014,ESRB-T,0,1,
Dark Souls III,dark-souls-iii,23/03/2016,ESRB-M,1,1,
Dark Souls: Prepare to Die Edition,dark-souls-prepare-to-die-edition,23/08/2012,ESRB-M,1,1,
The Lord of the Rings: The Return of the King,the-lord-of-the-rings-the-return-of-the-king,30/10/2003,ESRB-T,1,1,The Lord of the Rings
Half-Life 2: Episode Two,half-life-2-episode-two,08/10/2007,ESRB-M,1,0,
Madden NFL 17,madden-nfl-17,22/08/2016,ESRB-E,1,1,
True Crime: Streets of LA,true-crime-streets-of-la,02/11/2003,ESRB-M,1,0,
Gran Turismo PSP,gran-turismo-psp,30/09/2009,ESRB-E,1,1,
Far Cry 3,far-cry-3,27/11/2012,ESRB-M,1,1,
God of War: Chains of Olympus,god-of-war-chains-of-olympus,03/03/2008,PEGI-18,1,0,
Tekken,tekken,08/12/1994,ESRB-T,1,1,
Flash Focus: Vision Training in Minutes a Day,flash-focus-vision-training-in-minutes-a-day,14/10/2007,,,,
007: Tomorrow Never Dies,007-tomorrow-never-dies,15/11/1999,,1,0,James Bond
L.A. Noire,la-noire,00/00/2011,,,,
Baseball,baseball,06/12/1983,ESRB-E,1,1,
Dragon Quest IV,dragon-quest-iv,00/00/1992,,,,
Dragon Quest VI: Maboroshi no Daichi,dragon-quest-vi-maboroshi-no-daichi,00/00/1995,,,,
Killer Instinct,killer-instinct,27/10/1994,,,,
WWF SmackDown! 2: Know Your Role,wwf-smackdown-2-know-your-role,20/11/2000,ESRB-T,1,1,WWE
Middle-earth: Shadow of Mordor,middle-earth-shadow-of-mordor,29/09/2014,ESRB-M,1,0,The Lord of the Rings
Personal Trainer: Cooking,personal-trainer-cooking,23/12/2008,ESRB-E,,,
Enter the Matrix,enter-the-matrix,13/05/2003,ESRB-T,1,0,Matrix
Assassin's Creed: Odyssey,assassins-creed-odyssey,04/10/2018,ESRB-M,1,0,
Ace Combat 04: Shattered Skies,ace-combat-04-shattered-skies,12/09/2001,ESRB-E,1,1,
Sonic Heroes,sonic-heroes,29/12/2003,ESRB-E,1,1,
Club Penguin: Elite Penguin Force,club-penguin-elite-penguin-force,24/11/2008,ESRB-E,,,
FIFA Soccer 08,fifa-soccer-08,00/00/2007,,,,
Spider-Man,spider-man,31/12/1981,ESRB-E,1,1,Spider-Man
Need for Speed III: Hot Pursuit,need-for-speed-iii-hot-pursuit,24/03/1998,ESRB-E,1,1,
Star Wars: Episode I - Racer,star-wars-episode-i-racer,17/05/1999,PEGI-7,1,1,Star Wars
Tekken 6,tekken-6,25/11/2007,ESRB-T,1,1,
Yoshi,yoshi,03/12/1991,,1,0,
Resident Evil 6,resident-evil-6,01/10/2012,ESRB-M,1,1,
Tom Clancy's Ghost Recon: Wildlands,tom-clancys-ghost-recon-wildlands,06/03/2017,ESRB-M,1,1,
NBA 2K13,nba-2k13,01/10/2012,ESRB-E,1,1,NBA
Titanfall,titanfall,10/03/2014,ESRB-M,0,1,
Mario Party 9,mario-party-9,01/03/2012,ESRB-E,1,1,Mario Bros.
Mass Effect 2,mass-effect-2,25/01/2010,PEGI-18,1,0,
Madden NFL 2002,madden-nfl-2002,11/09/2001,ESRB-E,1,1,
World Class Track Meet,world-class-track-meet,00/00/1987,,,,
Saints Row 2,saints-row-2,09/01/2008,ESRB-M,1,1,
Donkey Kong,donkey-kong,08/07/1981,ESRB-E,1,0,
The Sims: Vacation,the-sims-vacation,27/03/2001,ESRB-T,1,0,
Heavy Rain,heavy-rain,17/02/2010,ESRB-M,1,0,
Borderlands 2,borderlands-2,17/09/2012,ESRB-M,1,1,
Kung Fu Panda,kung-fu-panda,02/06/2008,ESRB-E10,1,1,Kung Fu Panda
Mass Effect 3,mass-effect-3,05/03/2012,ESRB-M,1,1,
New Super Luigi U,new-super-luigi-u,19/06/2013,ESRB-E,1,1,
Rhythm Heaven,rhythm-heaven,30/07/2008,ESRB-E,1,0,
Metal Gear Solid V: The Phantom Pain,metal-gear-solid-v-the-phantom-pain,31/08/2015,ESRB-M,1,1,
Rayman,rayman,07/09/1995,ESRB-E,1,0,
Tom Clancy's Splinter Cell,tom-clancys-splinter-cell,00/00/2002,,,,
Mike Tyson's Punch-Out!!,mike-tysons-punch-out,00/00/1987,,,,
Professor Layton and the Unwound Future,professor-layton-and-the-unwound-future,26/11/2008,ESRB-E10,1,0,
WWE SmackDown! Shut Your Mouth,wwe-smackdown-shut-your-mouth,30/10/2002,ESRB-T,1,1,WWE
Disney Epic Mickey,disney-epic-mickey,00/00/2010,,,,
Killzone 2,killzone-2,24/02/2009,ESRB-M,1,1,
Crysis,crysis,12/11/2007,ESRB-M,1,1,
Fable,fable,13/09/2004,ESRB-M,1,0,
Gears of War 3,gears-of-war-3,19/09/2011,ESRB-M,1,1,
Kinect Sports,kinect-sports,08/10/2010,PEGI-12,1,1,
Sonic and the Secret Rings,sonic-and-the-secret-rings,19/02/2007,ESRB-E,1,1,
Sonic Rush,sonic-rush,14/11/2005,PEGI-3,1,1,
The Legend of Zelda: Majora's Mask 3D,the-legend-of-zelda-majoras-mask-3d,12/02/2015,PEGI-12,1,0,
Warcraft II: Tides of Darkness,warcraft-ii-tides-of-darkness,08/12/1995,ESRB-T,1,1,Warcraft
WWE SmackDown! vs. Raw 2006,wwe-smackdown-vs-raw-2006,10/11/2005,ESRB-T,1,1,
Kirby Super Star Ultra,kirby-super-star-ultra,21/09/2008,ESRB-E,1,1,
Star Fox,star-fox,20/02/1993,,1,0,
The Sims: Livin' Large,the-sims-livin-large,26/08/2000,ESRB-T,1,0,
inFAMOUS,infamous,25/05/2009,ESRB-T,1,0,
World Soccer Winning Eleven 6 International,world-soccer-winning-eleven-6-international,00/00/2003,,,,
Mario vs. Donkey Kong: Mini-Land Mayhem!,mario-vs-donkey-kong-mini-land-mayhem,13/11/2010,ESRB-E,1,0,
Style Savvy,style-savvy,22/10/2008,,,,
Super Meat Boy,super-meat-boy,19/10/2010,ESRB-T,1,0,
Star Wars: The Old Republic,star-wars-the-old-republic,19/12/2011,ESRB-T,0,1,Star Wars
The Legend of Zelda: Spirit Tracks,the-legend-of-zelda-spirit-tracks,06/12/2009,ESRB-E10,1,0,
Hitman 2: Silent Assassin,hitman-2-silent-assassin,29/09/2002,ESRB-M,1,0,
Yokai Watch 2: Psychic Specters,yokai-watch-2-psychic-specters,00/00/2017,,,,
SOCOM II: U.S. Navy SEALs,socom-ii-us-navy-seals,03/11/2003,ESRB-M,1,1,
Wave Race 64,wave-race-64,26/09/1996,ESRB-E,1,1,
Pac-Man Collection,pac-man-collection,11/07/2001,ESRB-E,1,0,
Pokémon Ranger,pokemon-ranger,22/03/2006,PEGI-3,1,0,
Madden NFL 13,madden-nfl-13,27/08/2012,ESRB-E,1,1,NFL
Doom (2016),doom-2016,00/00/2016,,,,
Mass Effect,mass-effect,19/11/2007,ESRB-M,1,0,
Dragon Ball Z: Budokai 2,dragon-ball-z-budokai-2,12/11/2003,ESRB-T,1,1,Dragon Ball
Final Fantasy III,final-fantasy-iii,23/08/2006,PEGI-12,1,1,Final Fantasy
Mortal Kombat (2011),mortal-kombat-2011,00/00/2011,,,,
World Soccer Winning Eleven 7 International,world-soccer-winning-eleven-7-international,00/00/2004,,,,
Sega Superstars Tennis,sega-superstars-tennis,16/03/2008,ESRB-E10,1,1,
Cooking Mama: Cook Off,cooking-mama-cook-off,07/02/2007,ESRB-E,1,1,
Hot Shots Golf 3,hot-shots-golf-3,00/00/2002,,,,
Call of Duty: Finest Hour,call-of-duty-finest-hour,15/11/2004,ESRB-T,1,1,
Syphon Filter,syphon-filter,30/01/1999,ESRB-T,1,0,
Imagine Babyz,imagine-babyz,22/10/2007,ESRB-E,1,0,
Mafia III,mafia-iii,06/10/2016,ESRB-M,1,0,
Subnautica,subnautica,22/01/2018,ESRB-E10,1,0,
Colin McRae Rally,colin-mcrae-rally,31/12/1997,ESRB-E,1,0,
1-2-Switch,1-2-switch,02/03/2017,ESRB-E10,0,1,
Wii Music,wii-music,18/10/2008,ESRB-E,1,1,
Yokai Watch,yokai-watch,00/00/2015,,,,
The Elder Scrolls III: Morrowind,the-elder-scrolls-iii-morrowind,30/04/2002,ESRB-T,1,0,
Prison Architect,prison-architect,05/10/2015,ESRB-M,1,1,
Fire Emblem Fates,fire-emblem-fates,00/00/2016,,,,
Command & Conquer: Red Alert,command-amp-conquer-red-alert,00/00/1996,,,,
F-Zero,f-zero,20/11/1990,ESRB-E,1,1,
Yoshi's Story,yoshis-story,00/00/1998,,,,
The Walking Dead: A Telltale Games Series,the-walking-dead-a-telltale-games-series,00/00/2012,,,,
Metroid Prime,metroid-prime,16/11/2002,ESRB-T,1,0,
Zumba Fitness 2,zumba-fitness-2,14/11/2011,ESRB-T,1,1,
Madden NFL 10,madden-nfl-10,12/08/2009,ESRB-E,1,1,NFL
BioShock,bioshock,20/08/2007,ESRB-M,1,0,
Yoshi's Island: Super Mario Advance 3,yoshis-island-super-mario-advance-3,00/00/2002,,,,
WWE Smackdown! vs. Raw,wwe-smackdown-vs-raw,01/11/2004,PEGI-16,1,1,
Finding Nemo,finding-nemo,04/05/2003,ESRB-E,1,0,Finding Nemo
Medal of Honor,medal-of-honor,11/10/2010,ESRB-RP,1,1,
Diablo III: Ultimate Evil Edition,diablo-iii-ultimate-evil-edition,00/00/2014,,,,
Need for Speed: Hot Pursuit,need-for-speed-hot-pursuit,15/11/2010,ESRB-E10,1,1,
Imagine: Fashion Designer,imagine-fashion-designer,22/10/2007,ESRB-E10,1,0,
Killzone 3,killzone-3,21/02/2011,ESRB-M,1,1,
WWE Smackdown! Here Comes The Pain,wwe-smackdown-here-comes-the-pain,26/10/2003,ESRB-T,,,WWE
Dragon Quest V: Tenkuu no Hanayome,dragon-quest-v-tenkuu-no-hanayome,00/00/1992,,,,
Tekken 5,tekken-5,30/11/2004,ESRB-T,1,1,
Hot Shots Golf,hot-shots-golf,00/00/1998,,,,
Trine 2,trine-2,06/12/2011,,1,1,
Skylanders: Spyro's Adventure,skylanders-spyros-adventure,00/00/2011,,,,
A Bug's Life,a-bugs-life,31/12/1998,,1,0,
WWF SmackDown! Just Bring It,wwf-smackdown-just-bring-it,15/11/2001,ESRB-T,1,1,WWE
Mortal Kombat Trilogy,mortal-kombat-trilogy,09/10/1996,ESRB-M,1,1,
NBA Street,nba-street,17/06/2001,ESRB-E,1,1,NBA
Jak II,jak-ii,13/10/2003,ESRB-T,1,0,
Ratchet & Clank: Going Commando,ratchet-amp-clank-going-commando,00/00/2003,,,,
The Sims,the-sims,03/02/2000,ESRB-T,1,0,
Star Wars: The Force Unleashed,star-wars-the-force-unleashed,15/09/2008,PEGI-16,1,1,Star Wars
Saints Row: The Third,saints-row-the-third,14/11/2011,ESRB-M,1,1,
Missile Command,missile-command,30/06/1980,ESRB-RP,1,1,
The Binding of Isaac: Rebirth,the-binding-of-isaac-rebirth,03/11/2014,ESRB-M,1,1,
Resident Evil,resident-evil,21/03/1996,ESRB-M,1,0,
Need for Speed: Most Wanted (2012),need-for-speed-most-wanted-2012,00/00/2012,,,,
Tetris DS,tetris-ds,19/03/2006,ESRB-E,1,1,
Metroid,metroid,05/08/1986,ESRB-E,1,0,
Far Cry: Primal,far-cry-primal,22/02/2016,ESRB-M,1,0,
"Pokemon: Let's Go, Eevee!"," eevee""",00/00/2018,,,,
Need for Speed (2015),need-for-speed-2015,00/00/2015,,,,
Skate 3,skate-3,10/05/2010,ESRB-T,1,1,
Divinity: Original Sin,divinity-original-sin,29/06/2014,ESRB-M,1,1,
Madden NFL 12,madden-nfl-12,29/08/2011,ESRB-E,1,1,NFL
1602 A.D.,1602-ad,00/00/2000,,,,
Mario Party,mario-party,17/12/1998,ESRB-E,1,1,Mario Bros.
World of Warcraft: Mists of Pandaria,world-of-warcraft-mists-of-pandaria,24/09/2012,ESRB-T,0,1,Warcraft
Call of Duty 3,call-of-duty-3,06/11/2006,PEGI-16,1,1,
LEGO Star Wars II: The Original Trilogy,lego-star-wars-ii-the-original-trilogy,10/09/2006,PEGI-3,1,1,Star Wars
Madden NFL 11,madden-nfl-11,09/08/2010,ESRB-E,1,1,NFL
Burnout 3: Takedown,burnout-3-takedown,06/09/2004,ESRB-T,1,1,
Mario Party Island Tour,mario-party-island-tour,21/11/2013,ESRB-E,1,1,Mario Bros.
Mortal Kombat,mortal-kombat,18/04/2011,ESRB-M,1,1,
Halo Wars,halo-wars,25/02/2009,ESRB-T,1,1,
Call of Duty 2: Big Red One,call-of-duty-2-big-red-one,31/10/2005,ESRB-T,1,1,
Final Fantasy XIII-2,final-fantasy-xiii-2,14/12/2011,ESRB-T,1,0,Final Fantasy
Medal of Honor: Heroes,medal-of-honor-heroes,22/10/2006,,1,1,
Hannah Montana,hannah-montana,09/10/2006,PEGI-3,,,
Need for Speed: Shift,need-for-speed-shift,14/09/2009,ESRB-E,1,1,
Star Wars: Shadows of the Empire,star-wars-shadows-of-the-empire,02/12/1996,ESRB-T,1,0,Star Wars
Super Mario Bros. 2 (FDS),super-mario-bros-2-fds,00/00/1986,,,,
NBA 2K12,nba-2k12,03/10/2011,ESRB-E,1,1,NBA
Midnight Club: Street Racing,midnight-club-street-racing,25/10/2000,ESRB-T,1,1,
NBA 2K19,nba-2k19,10/09/2018,ESRB-E,1,1,
ESPN NFL 2K5,espn-nfl-2k5,19/07/2004,ESRB-E,1,1,
Madden NFL 18,madden-nfl-18,24/08/2017,ESRB-E,1,1,
Harry Potter and the Chamber of Secrets,harry-potter-and-the-chamber-of-secrets,04/11/2002,ESRB-E,1,0,Harry Potter
Dead Rising 3,dead-rising-3,21/11/2013,ESRB-M,1,1,
Mario Strikers Charged,mario-strikers-charged,24/05/2007,PEGI-7,1,1,Mario Bros.
Monster Hunter 3G,monster-hunter-3g,00/00/2013,,,,
Streets of Rage,streets-of-rage,01/08/1991,ESRB-RP,1,1,
Grand Theft Auto: Episodes from Liberty City,grand-theft-auto-episodes-from-liberty-city,28/10/2009,ESRB-M,1,1,
Mario + Rabbids: Kingdom Battle,mario-rabbids-kingdom-battle,00/00/2017,,,,
FIFA Soccer 09,fifa-soccer-09,00/00/2008,,,,
NBA Live 2005,nba-live-2005,27/09/2004,ESRB-E,1,1,NBA
Hotline Miami,hotline-miami,22/10/2012,ESRB-M,1,0,
Mario & Luigi: Dream Team,mario-amp-luigi-dream-team,00/00/2013,,,,
Bastion,bastion,19/07/2011,ESRB-E10,1,0,
WWE SmackDown vs. Raw 2007,wwe-smackdown-vs-raw-2007,21/02/2006,ESRB-T,1,1,WWE
Skylanders: Giants,skylanders-giants,16/10/2012,ESRB-E10,1,1,
Ratchet & Clank: Up Your Arsenal,ratchet-amp-clank-up-your-arsenal,00/00/2004,,,,
Madden NFL 08,madden-nfl-08,12/08/2007,ESRB-E,1,1,
Clubhouse Games,clubhouse-games,02/11/2005,ESRB-E,1,1,
NBA 2K14,nba-2k14,30/09/2013,ESRB-E,1,1,NBA
Ratchet & Clank Future: Tools of Destruction,ratchet-amp-clank-future-tools-of-destruction,00/00/2007,,,,
Dragon Age: Origins,dragon-age-origins,02/11/2009,ESRB-M,1,0,
Pokémon Stadium 2,pokemon-stadium-2,13/12/2000,ESRB-E,1,1,Pokémon
Madden NFL 09,madden-nfl-09,11/08/2008,ESRB-E,1,1,NFL
Space Invaders,space-invaders,31/05/1978,,1,0,
Mario Tennis Aces,mario-tennis-aces,21/06/2018,ESRB-E,1,1,
Crazy Taxi,crazy-taxi,30/12/1999,ESRB-T,1,0,
Perfect Dark,perfect-dark,21/05/2000,ESRB-M,1,1,
Midnight Club: Los Angeles,midnight-club-los-angeles,20/10/2008,ESRB-T,1,1,
PES 2009: Pro Evolution Soccer,pes-2009-pro-evolution-soccer,00/00/2008,,,,
Marvel: Ultimate Alliance,marvel-ultimate-alliance,23/10/2006,ESRB-T,1,1,Marvel
Crisis Core: Final Fantasy VII,crisis-core-final-fantasy-vii,12/09/2007,ESRB-T,1,0,Final Fantasy
Dance Central,dance-central,03/11/2010,ESRB-T,1,1,
Diablo,diablo,30/12/1996,ESRB-M,1,1,
Dragon Ball Z: Budokai 3,dragon-ball-z-budokai-3,15/11/2004,ESRB-T,1,1,Dragon Ball
Dragon Quest II,dragon-quest-ii,00/00/1990,,,,
Far Cry,far-cry,22/03/2004,ESRB-M,1,1,
Final Fantasy Tactics,final-fantasy-tactics,19/06/1997,ESRB-T,1,0,Final Fantasy
Forza Horizon 3,forza-horizon-3,26/09/2016,ESRB-E,1,1,
Warcraft III: The Frozen Throne,warcraft-iii-the-frozen-throne,30/06/2003,ESRB-T,1,1,Warcraft
Rise of the Tomb Raider,rise-of-the-tomb-raider,09/11/2015,ESRB-M,1,1,Tomb Raider
Dustforce DX,dustforce-dx,16/01/2012,,1,1,
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,rockstar-games-double-pack-grand-theft-auto-iii-amp-grand-theft-auto-vice-city,00/00/2003,,,,
NBA 2K15,nba-2k15,06/10/2014,,,,
Game Party,game-party,26/11/2007,ESRB-E,,,
Mortal Kombat: Deadly Alliance,mortal-kombat-deadly-alliance,17/11/2002,ESRB-M,1,1,
Dungeon Defenders,dungeon-defenders,14/12/2010,ESRB-E10,1,1,
Mario Party 2,mario-party-2,16/12/1999,ESRB-E,1,1,Mario Bros.
Tomb Raider: The Last Revelation,tomb-raider-the-last-revelation,30/10/1999,ESRB-T,1,0,
Pure,pure,15/09/2008,PEGI-3,1,1,
Rock Band,rock-band,19/11/2007,ESRB-T,1,1,
WarioWare: Touched!,warioware-touched,01/12/2004,ESRB-E,1,0,Mario Bros.
Resistance 2,resistance-2,03/11/2008,ESRB-M,1,1,
Mario Party 4,mario-party-4,20/10/2002,ESRB-E,1,1,Mario Bros.
LEGO Harry Potter: Years 1-4,lego-harry-potter-years-1-4,24/06/2010,ESRB-E10,1,1,Harry Potter
uDraw Studio,udraw-studio,13/11/2010,ESRB-E,1,0,
Twisted Metal 2,twisted-metal-2,30/10/1996,ESRB-T,1,1,Twisted Metal
The Sims Bustin' Out,the-sims-bustin-out,01/12/2003,ESRB-T,1,1,
Paper Mario: Sticker Star,paper-mario-sticker-star,10/11/2012,ESRB-E,1,0,
Need for Speed: Carbon - Own the City,need-for-speed-carbon-own-the-city,30/10/2006,ESRB-E10,1,1,
Donkey Kong Country Returns 3D,donkey-kong-country-returns-3d,23/05/2013,,,,
Ice Hockey,ice-hockey,20/01/1988,PEGI-3,1,1,
Kirby Star Allies,kirby-star-allies,15/03/2018,ESRB-E10,1,1,
Sonic Adventure,sonic-adventure,22/12/1998,ESRB-E,1,0,
Tom Clancy's Rainbow Six: Vegas 2,tom-clancys-rainbow-six-vegas-2,00/00/2008,,,,
God of War Collection,god-of-war-collection,16/11/2009,ESRB-M,1,0,
Kinect: Disneyland Adventures,kinect-disneyland-adventures,00/00/2011,,,,
Pro Evolution Soccer 2011,pro-evolution-soccer-2011,29/09/2010,,1,1,
ATV Offroad Fury,atv-offroad-fury,04/02/2001,ESRB-E,1,1,
Pokémon Colosseum,pokemon-colosseum,21/03/2004,ESRB-E,1,0,
Halo: Combat Evolved Anniversary,halo-combat-evolved-anniversary,14/11/2011,ESRB-M,1,1,Halo
Need for Speed: ProStreet,need-for-speed-prostreet,12/11/2007,ESRB-E10,1,1,
Tetris Plus,tetris-plus,31/01/1995,,,,
Forza Motorsport 5,forza-motorsport-5,21/11/2013,ESRB-E,1,1,
Dino Crisis,dino-crisis,30/06/1999,ESRB-M,1,0,
Final Fantasy V,final-fantasy-v,05/12/1992,ESRB-T,1,0,Final Fantasy
Monster Hunter Freedom 2,monster-hunter-freedom-2,27/08/2007,ESRB-T,1,1,
Pro Wrestling,pro-wrestling,20/10/1986,,1,1,
Theme Hospital,theme-hospital,03/02/1997,ESRB-E,1,1,
God of War: Ascension,god-of-war-ascension,11/03/2013,ESRB-M,1,1,
